date_time,x
2018-09-20 15:37:37.025,-696
2018-09-20 15:37:37.027,-696
2018-09-20 15:37:37.029,-696
2018-09-20 15:37:37.031,-692
2018-09-20 15:37:37.034,-692
2018-09-20 15:37:37.036,-700
2018-09-20 15:37:37.038,-700
2018-09-20 15:37:37.041,-744
2018-09-20 15:37:37.043,-744
2018-09-20 15:37:37.045,-744
2018-09-20 15:37:37.047,-708
2018-09-20 15:37:37.049,-708
2018-09-20 15:37:37.051,-700
2018-09-20 15:37:37.053,-700
2018-09-20 15:37:37.055,-652
2018-09-20 15:37:37.058,-652
2018-09-20 15:37:37.060,-652
2018-09-20 15:37:37.062,-684
2018-09-20 15:37:37.064,-684
2018-09-20 15:37:37.066,-632
2018-09-20 15:37:37.068,-632
2018-09-20 15:37:37.070,-632
2018-09-20 15:37:37.072,-684
2018-09-20 15:37:37.074,-684
2018-09-20 15:37:37.077,-716
2018-09-20 15:37:37.079,-716
2018-09-20 15:37:37.081,-724
2018-09-20 15:37:37.083,-724
2018-09-20 15:37:37.085,-724
2018-09-20 15:37:37.087,-620
2018-09-20 15:37:37.089,-620
2018-09-20 15:37:37.091,-704
2018-09-20 15:37:37.094,-704
2018-09-20 15:37:37.096,-672
2018-09-20 15:37:37.098,-672
2018-09-20 15:37:37.101,-672
2018-09-20 15:37:37.103,-720
2018-09-20 15:37:37.105,-720
2018-09-20 15:37:37.107,-660
2018-09-20 15:37:37.110,-660
2018-09-20 15:37:37.113,-732
2018-09-20 15:37:37.115,-732
2018-09-20 15:37:37.117,-744
2018-09-20 15:37:37.120,-744
2018-09-20 15:37:37.122,-812
2018-09-20 15:37:37.124,-812
2018-09-20 15:37:37.126,-856
2018-09-20 15:37:37.129,-856
2018-09-20 15:37:37.131,-856
2018-09-20 15:37:37.133,-1012
2018-09-20 15:37:37.136,-1012
2018-09-20 15:37:37.138,-920
2018-09-20 15:37:37.140,-920
2018-09-20 15:37:37.142,-848
2018-09-20 15:37:37.145,-848
2018-09-20 15:37:37.147,-876
2018-09-20 15:37:37.149,-876
2018-09-20 15:37:37.151,-876
2018-09-20 15:37:37.154,-760
2018-09-20 15:37:37.156,-760
2018-09-20 15:37:37.158,-688
2018-09-20 15:37:37.161,-688
2018-09-20 15:37:37.163,-620
2018-09-20 15:37:37.165,-620
2018-09-20 15:37:37.167,-628
2018-09-20 15:37:37.170,-628
2018-09-20 15:37:37.172,-628
2018-09-20 15:37:37.174,-512
2018-09-20 15:37:37.176,-512
2018-09-20 15:37:37.179,-492
2018-09-20 15:37:37.181,-492
2018-09-20 15:37:37.183,-528
2018-09-20 15:37:37.186,-528
2018-09-20 15:37:37.188,-644
2018-09-20 15:37:37.190,-644
2018-09-20 15:37:37.192,-640
2018-09-20 15:37:37.195,-640
2018-09-20 15:37:37.197,-640
2018-09-20 15:37:37.199,-700
2018-09-20 15:37:37.202,-700
2018-09-20 15:37:37.204,-804
2018-09-20 15:37:37.206,-804
2018-09-20 15:37:37.208,-820
2018-09-20 15:37:37.211,-820
2018-09-20 15:37:37.213,-888
2018-09-20 15:37:37.215,-888
2018-09-20 15:37:37.217,-888
2018-09-20 15:37:37.220,-888
2018-09-20 15:37:37.222,-888
2018-09-20 15:37:37.224,-900
2018-09-20 15:37:37.226,-900
