20180920-15:20:45.772,-752,16208,-1180,2138
20180920-15:20:45.775,-752,16208,-1180,2143
20180920-15:20:45.777,-772,16224,-1144,2145
20180920-15:20:45.779,-772,16224,-1144,2142
20180920-15:20:45.781,-748,16200,-1108,2137
20180920-15:20:45.784,-748,16200,-1108,2137
20180920-15:20:45.786,-748,16200,-1108,2149
20180920-15:20:45.788,-776,16216,-1052,2140
20180920-15:20:45.790,-776,16216,-1052,2138
20180920-15:20:45.792,-800,16292,-1108,2144
20180920-15:20:45.795,-800,16292,-1108,2138
20180920-15:20:45.797,-800,16208,-1100,2141
20180920-15:20:45.799,-736,16208,-1100,2144
20180920-15:20:45.801,-736,16208,-1100,2137
20180920-15:20:45.803,-760,16208,-1140,2140
20180920-15:20:45.805,-760,16208,-1140,2146
20180920-15:20:45.807,-788,16248,-1120,2139
20180920-15:20:45.810,-788,16248,-1120,2135
20180920-15:20:45.812,-788,16248,-1076,2134
20180920-15:20:45.814,-760,16132,-1076,2144
20180920-15:20:45.816,-760,16132,-1076,2142
20180920-15:20:45.818,-784,16200,-1160,2123
20180920-15:20:45.821,-784,16200,-1160,2138
20180920-15:20:45.823,-752,16200,-1076,2136
20180920-15:20:45.825,-752,16200,-1076,2136
20180920-15:20:45.827,-788,16260,-1068,2138
20180920-15:20:45.829,-788,16260,-1068,2139
20180920-15:20:45.831,-788,16260,-1068,2142
20180920-15:20:45.833,-760,16240,-1188,2136
20180920-15:20:45.836,-760,16240,-1188,2143
20180920-15:20:45.838,-768,16168,-1120,2138
20180920-15:20:45.840,-768,16168,-1120,2148
20180920-15:20:45.842,-768,16168,-1120,2148
20180920-15:20:45.844,-740,16184,-1120,2142
20180920-15:20:45.846,-740,16184,-1120,2140
20180920-15:20:45.848,-772,16192,-1140,2141
20180920-15:20:45.850,-772,16192,-1140,2145
20180920-15:20:45.853,-756,16224,-1080,2146
20180920-15:20:45.855,-756,16224,-1080,2144
20180920-15:20:45.857,-756,16224,-1080,2138
20180920-15:20:45.859,-720,16208,-1116,2142
20180920-15:20:45.861,-720,16208,-1116,2147
20180920-15:20:45.864,-780,16296,-1116,2138
20180920-15:20:45.866,-780,16296,-1116,2142
20180920-15:20:45.868,-772,16200,-1120,2141
20180920-15:20:45.870,-772,16200,-1120,2136
20180920-15:20:45.873,-772,16200,-1112,2139
20180920-15:20:45.875,-776,16216,-1112,2140
20180920-15:20:45.877,-776,16216,-1112,2142
20180920-15:20:45.879,-716,16252,-1084,2148
20180920-15:20:45.882,-716,16252,-1084,2144
20180920-15:20:45.884,-724,16232,-1072,2143
20180920-15:20:45.886,-724,16232,-1072,2140
20180920-15:20:45.888,-784,16252,-1104,2141
20180920-15:20:45.891,-784,16252,-1104,2139
20180920-15:20:45.893,-784,16252,-1096,2142
20180920-15:20:45.895,-764,16204,-1096,2142
20180920-15:20:45.898,-764,16204,-1096,2139
20180920-15:20:45.900,-728,16260,-1156,2149
20180920-15:20:45.902,-728,16260,-1156,2140
20180920-15:20:45.904,-776,16200,-1192,2151
20180920-15:20:45.907,-776,16200,-1192,2141
20180920-15:20:45.909,-744,16136,-1148,2137
20180920-15:20:45.911,-744,16136,-1148,2144
20180920-15:20:45.913,-744,16136,-1100,2139
20180920-15:20:45.916,-732,16228,-1100,2137
20180920-15:20:45.918,-732,16228,-1100,2142
20180920-15:20:45.920,-748,16192,-1112,2141
20180920-15:20:45.922,-748,16192,-1112,2144
20180920-15:20:45.925,-752,16224,-1116,2140
20180920-15:20:45.927,-752,16224,-1116,2131
20180920-15:20:45.930,-776,16216,-1136,2144
20180920-15:20:45.932,-776,16216,-1136,2149
20180920-15:20:45.934,-744,16216,-1132,2141
20180920-15:20:45.937,-744,16216,-1132,2134
20180920-15:20:45.939,-728,16244,-1100,2147
20180920-15:20:45.941,-728,16244,-1100,2137
20180920-15:20:45.944,-728,16244,-1100,2140
20180920-15:20:45.946,-776,16280,-1088,2140
20180920-15:20:45.948,-776,16280,-1088,2140
20180920-15:20:45.950,-792,16280,-1096,2142
20180920-15:20:45.953,-792,16280,-1096,2136
20180920-15:20:45.955,-756,16280,-1124,2142
20180920-15:20:45.957,-756,16280,-1124,2134
20180920-15:20:45.959,-788,16224,-1080,2146
20180920-15:20:45.962,-788,16224,-1080,2143
20180920-15:20:45.964,-788,16224,-1080,2144
20180920-15:20:45.966,-752,16296,-1064,2143
20180920-15:20:45.968,-752,16296,-1064,2141
20180920-15:20:45.971,-788,16224,-1072,2145
20180920-15:20:45.973,-788,16224,-1072,2140
20180920-15:20:45.975,-764,16160,-1080,2142
20180920-15:20:45.978,-764,16160,-1080,2134
20180920-15:20:45.980,-792,16256,-1192,2142
20180920-15:20:45.982,-792,16256,-1192,2133
20180920-15:20:45.984,-792,16256,-1164,2136
20180920-15:20:45.987,-760,16224,-1164,2138
20180920-15:20:45.989,-760,16224,-1164,2140
20180920-15:20:45.991,-776,16168,-1152,2142
20180920-15:20:45.993,-776,16168,-1152,2138
20180920-15:20:45.996,-772,16208,-1100,2139
20180920-15:20:45.998,-772,16208,-1100,2144
20180920-15:20:46.000,-784,16216,-1116,2145
20180920-15:20:46.002,-784,16216,-1116,2149
20180920-15:20:46.005,-784,16216,-1192,2145
20180920-15:20:46.007,-736,16208,-1192,2139
20180920-15:20:46.009,-736,16208,-1192,2139
20180920-15:20:46.011,-768,16232,-1112,2136
20180920-15:20:46.014,-768,16232,-1112,2144
20180920-15:20:46.016,-764,16200,-1136,2133
20180920-15:20:46.018,-764,16200,-1136,2137
20180920-15:20:46.020,-768,16284,-1080,2140
20180920-15:20:46.023,-768,16284,-1080,2143
20180920-15:20:46.025,-768,16284,-1092,2147
20180920-15:20:46.027,-796,16268,-1092,2145
20180920-15:20:46.030,-796,16268,-1092,2147
20180920-15:20:46.032,-808,16232,-1132,2141
20180920-15:20:46.034,-808,16232,-1132,2144
20180920-15:20:46.036,-764,16232,-1088,2140
20180920-15:20:46.039,-764,16232,-1088,2139
20180920-15:20:46.041,-772,16256,-1052,2146
20180920-15:20:46.043,-772,16256,-1052,2145
20180920-15:20:46.045,-772,16248,-1132,2143
20180920-15:20:46.048,-792,16248,-1132,2138
20180920-15:20:46.050,-792,16248,-1132,2141
20180920-15:20:46.052,-772,16232,-1040,2137
20180920-15:20:46.054,-772,16232,-1040,2144
20180920-15:20:46.057,-780,16160,-1120,2139
20180920-15:20:46.059,-780,16160,-1120,2142
20180920-15:20:46.061,-768,16160,-1100,2133
20180920-15:20:46.063,-768,16160,-1100,2147
20180920-15:20:46.066,-768,16160,-1112,2142
20180920-15:20:46.068,-780,16176,-1112,2144
20180920-15:20:46.070,-780,16176,-1112,2141
20180920-15:20:46.072,-764,16232,-1180,2135
20180920-15:20:46.075,-764,16232,-1180,2148
20180920-15:20:46.077,-772,16200,-1100,2137
20180920-15:20:46.079,-772,16200,-1100,2145
20180920-15:20:46.081,-756,16184,-1116,2149
20180920-15:20:46.084,-756,16184,-1116,2143
20180920-15:20:46.086,-756,16184,-1148,2145
20180920-15:20:46.088,-816,16272,-1148,2141
20180920-15:20:46.090,-816,16272,-1148,2144
20180920-15:20:46.093,-756,16200,-1108,2141
20180920-15:20:46.095,-756,16200,-1108,2142
20180920-15:20:46.097,-776,16244,-1092,2144
20180920-15:20:46.099,-776,16244,-1092,2142
20180920-15:20:46.102,-808,16236,-1164,2147
20180920-15:20:46.104,-808,16236,-1164,2140
20180920-15:20:46.106,-808,16236,-1088,2137
20180920-15:20:46.108,-732,16228,-1088,2147
20180920-15:20:46.111,-732,16228,-1088,2134
20180920-15:20:46.113,-812,16216,-1136,2144
20180920-15:20:46.115,-812,16216,-1136,2147
20180920-15:20:46.117,-772,16224,-1140,2143
20180920-15:20:46.120,-772,16224,-1140,2137
20180920-15:20:46.122,-844,16220,-1108,2149
20180920-15:20:46.125,-844,16220,-1108,2134
20180920-15:20:46.127,-844,16232,-1072,2146
20180920-15:20:46.129,-772,16232,-1072,2143
20180920-15:20:46.131,-772,16232,-1072,2138
20180920-15:20:46.133,-756,16208,-1104,2146
20180920-15:20:46.136,-756,16208,-1104,2142
20180920-15:20:46.138,-716,16240,-1088,2141
20180920-15:20:46.140,-716,16240,-1088,2135
20180920-15:20:46.143,-728,16200,-1128,2146
20180920-15:20:46.145,-728,16200,-1128,2145
20180920-15:20:46.148,-756,16216,-1160,2137
20180920-15:20:46.150,-756,16216,-1160,2139
20180920-15:20:46.152,-756,16200,-1180,2144
20180920-15:20:46.155,-732,16200,-1180,2138
20180920-15:20:46.157,-732,16200,-1180,2148
20180920-15:20:46.159,-744,16208,-1164,2138
20180920-15:20:46.161,-744,16208,-1164,2142
20180920-15:20:46.163,-728,16224,-1156,2142
20180920-15:20:46.166,-728,16224,-1156,2137
20180920-15:20:46.168,-800,16192,-1156,2138
20180920-15:20:46.170,-800,16192,-1156,2139
20180920-15:20:46.172,-800,16192,-1156,2144
20180920-15:20:46.175,-792,16260,-1152,2135
20180920-15:20:46.177,-792,16260,-1152,2147
20180920-15:20:46.179,-812,16256,-1100,2139
20180920-15:20:46.181,-812,16256,-1100,2146
20180920-15:20:46.184,-804,16256,-1088,2142
20180920-15:20:46.186,-804,16256,-1088,2146
20180920-15:20:46.188,-808,16308,-1128,2145
20180920-15:20:46.190,-808,16308,-1128,2144
20180920-15:20:46.193,-808,16308,-1128,2136
20180920-15:20:46.195,-776,16236,-1048,2137
20180920-15:20:46.197,-776,16236,-1048,2137
20180920-15:20:46.200,-776,16200,-1064,2139
20180920-15:20:46.202,-776,16200,-1064,2145
20180920-15:20:46.204,-768,16240,-1080,2140
20180920-15:20:46.206,-768,16240,-1080,2140
20180920-15:20:46.209,-768,16268,-1076,2142
20180920-15:20:46.211,-768,16268,-1076,2136
20180920-15:20:46.213,-768,16268,-1084,2139
20180920-15:20:46.215,-720,16200,-1084,2145
20180920-15:20:46.218,-720,16200,-1084,2133
20180920-15:20:46.220,-728,16308,-1160,2132
20180920-15:20:46.222,-728,16308,-1160,2138
20180920-15:20:46.225,-740,16244,-1180,2140
20180920-15:20:46.227,-740,16244,-1180,2145
20180920-15:20:46.229,-800,16240,-1160,2145
20180920-15:20:46.231,-800,16240,-1160,2141
20180920-15:20:46.234,-800,16136,-1108,2151
20180920-15:20:46.236,-732,16136,-1108,2145
20180920-15:20:46.238,-732,16136,-1108,2142
20180920-15:20:46.240,-772,16216,-1060,2140
20180920-15:20:46.243,-772,16216,-1060,2133
20180920-15:20:46.245,-748,16208,-1132,2144
20180920-15:20:46.247,-748,16208,-1132,2143
20180920-15:20:46.249,-784,16208,-1096,2139
20180920-15:20:46.252,-784,16208,-1096,2143
20180920-15:20:46.254,-784,16208,-1120,2140
20180920-15:20:46.256,-792,16248,-1120,2138
20180920-15:20:46.258,-792,16248,-1120,2137
20180920-15:20:46.261,-760,16308,-1108,2139
20180920-15:20:46.263,-760,16308,-1108,2135
20180920-15:20:46.265,-776,16260,-1040,2135
20180920-15:20:46.267,-776,16260,-1040,2142
20180920-15:20:46.270,-756,16224,-1132,2138
20180920-15:20:46.272,-756,16224,-1132,2147
20180920-15:20:46.274,-756,16224,-1108,2144
20180920-15:20:46.276,-700,16232,-1108,2141
20180920-15:20:46.279,-700,16232,-1108,2140
20180920-15:20:46.281,-768,16252,-1116,2136
20180920-15:20:46.283,-768,16252,-1116,2142
20180920-15:20:46.285,-736,16216,-1156,2139
20180920-15:20:46.288,-736,16216,-1156,2142
20180920-15:20:46.290,-764,16224,-1116,2139
20180920-15:20:46.292,-764,16224,-1116,2147
20180920-15:20:46.294,-764,16224,-1108,2146
20180920-15:20:46.297,-776,16268,-1108,2138
20180920-15:20:46.299,-776,16268,-1108,2153
20180920-15:20:46.301,-784,16232,-1184,2143
20180920-15:20:46.303,-784,16232,-1184,2140
20180920-15:20:46.306,-740,16200,-1104,2130
20180920-15:20:46.308,-740,16200,-1104,2133
20180920-15:20:46.310,-720,16176,-1180,2140
20180920-15:20:46.312,-720,16176,-1180,2141
20180920-15:20:46.315,-720,16176,-1180,2135
20180920-15:20:46.317,-776,16300,-1152,2138
20180920-15:20:46.319,-776,16300,-1152,2136
20180920-15:20:46.321,-736,16316,-1056,2141
20180920-15:20:46.324,-736,16316,-1056,2136
20180920-15:20:46.326,-784,16220,-1140,2140
20180920-15:20:46.328,-784,16220,-1140,2143
20180920-15:20:46.330,-752,16216,-1180,2144
20180920-15:20:46.333,-752,16216,-1180,2145
20180920-15:20:46.335,-752,16216,-1072,2140
20180920-15:20:46.337,-772,16232,-1072,2134
20180920-15:20:46.339,-772,16232,-1072,2146
20180920-15:20:46.342,-784,16200,-1128,2137
20180920-15:20:46.344,-784,16200,-1128,2137
20180920-15:20:46.346,-792,16252,-1176,2144
20180920-15:20:46.349,-792,16252,-1176,2133
20180920-15:20:46.351,-736,16284,-1148,2146
20180920-15:20:46.353,-736,16284,-1148,2142
20180920-15:20:46.355,-736,16284,-1108,2147
20180920-15:20:46.358,-768,16184,-1108,2145
20180920-15:20:46.360,-768,16184,-1108,2141
20180920-15:20:46.362,-836,16232,-1160,2146
20180920-15:20:46.365,-836,16232,-1160,2149
20180920-15:20:46.367,-776,16224,-1104,2145
20180920-15:20:46.369,-776,16224,-1104,2142
20180920-15:20:46.371,-784,16232,-1144,2140
20180920-15:20:46.374,-784,16232,-1144,2143
20180920-15:20:46.376,-784,16152,-1192,2140
20180920-15:20:46.379,-760,16152,-1192,2136
20180920-15:20:46.382,-720,16252,-1148,2141
20180920-15:20:46.384,-720,16252,-1148,2138
20180920-15:20:46.386,-752,16160,-1208,2142
20180920-15:20:46.389,-752,16160,-1208,2145
20180920-15:20:46.391,-752,16160,-1208,2139
20180920-15:20:46.393,-720,16232,-1204,2138
20180920-15:20:46.398,-736,16240,-1148,2146
20180920-15:20:46.400,-736,16240,-1148,2145
20180920-15:20:46.402,-740,16272,-1120,2144
20180920-15:20:46.405,-740,16272,-1120,2140
20180920-15:20:46.407,-768,16216,-1120,2142
20180920-15:20:46.410,-768,16216,-1120,2142
20180920-15:20:46.412,-764,16148,-1052,2139
20180920-15:20:46.415,-764,16148,-1052,2135
20180920-15:20:46.417,-800,16192,-1048,2147
20180920-15:20:46.419,-800,16192,-1048,2147
20180920-15:20:46.421,-800,16192,-1088,2141
20180920-15:20:46.424,-780,16216,-1088,2140
20180920-15:20:46.426,-780,16216,-1088,2139
